run_id,timestamp_utc,split,mode,experiment,priority,description,params,eval_part,n_eval,status,recall@5,recall@10,recall@20,recall@50,duration_sec
20260624T163054Z,2026-06-24T16:34:09.385707+00:00,fold_4,cv,tfidf_char_doc_3_5,P1,Character n-gram TF-IDF control for Russian morphology and typos.,"{'config': {'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 1}}",holdout,140,ok,0.39285714285714285,0.4928571428571429,0.6571428571428571,0.8071428571428572,8.286323
20260624T163054Z,2026-06-24T16:34:17.672443+00:00,fold_4,cv,bm25_doc,P0,BM25 over full documents.,"{'config': {'k1': 1.5, 'b': 0.75}}",train,560,ok,0.425,0.5535714285714286,0.6803571428571429,0.825,4.925159
20260624T163054Z,2026-06-24T16:34:17.672443+00:00,fold_4,cv,bm25_doc,P0,BM25 over full documents.,"{'config': {'k1': 1.5, 'b': 0.75}}",holdout,140,ok,0.39285714285714285,0.5142857142857142,0.7,0.8428571428571429,4.928775
20260624T163054Z,2026-06-24T16:34:22.601431+00:00,fold_4,cv,bm25_field_aware_doc,P1,BM25 over full documents enriched with extracted structural legal fields.,"{'config': {'k1': 1.5, 'b': 0.75}}",train,560,ok,0.425,0.5553571428571429,0.6803571428571429,0.825,5.544298
20260624T163054Z,2026-06-24T16:34:22.601431+00:00,fold_4,cv,bm25_field_aware_doc,P1,BM25 over full documents enriched with extracted structural legal fields.,"{'config': {'k1': 1.5, 'b': 0.75}}",holdout,140,ok,0.4,0.5214285714285715,0.7,0.8428571428571429,5.548396
20260624T163054Z,2026-06-24T16:34:28.150158+00:00,fold_4,cv,bm25_chunk_line_10_5_max,P0,BM25 over line-window chunks with max chunk-to-doc aggregation.,"{'config': {'k1': 1.5, 'b': 0.75}, 'chunk': {'unit': 'line', 'size': 10, 'overlap': 5}, 'aggregation': 'max', 'rank_depth': 120}",train,560,ok,0.4089285714285714,0.5339285714285714,0.6642857142857143,0.8178571428571428,11.865449
20260624T163054Z,2026-06-24T16:34:28.150158+00:00,fold_4,cv,bm25_chunk_line_10_5_max,P0,BM25 over line-window chunks with max chunk-to-doc aggregation.,"{'config': {'k1': 1.5, 'b': 0.75}, 'chunk': {'unit': 'line', 'size': 10, 'overlap': 5}, 'aggregation': 'max', 'rank_depth': 120}",holdout,140,ok,0.42142857142857143,0.5357142857142857,0.65,0.7928571428571428,11.869669
20260624T163054Z,2026-06-24T16:34:40.020132+00:00,fold_4,cv,bm25_chunk_line_8_4_top2,P0,Alternative line-window chunks with top-2 mean aggregation.,"{'config': {'k1': 1.5, 'b': 0.75}, 'chunk': {'unit': 'line', 'size': 8, 'overlap': 4}, 'aggregation': 'top2_mean', 'rank_depth': 120}",train,560,ok,0.4160714285714286,0.5285714285714286,0.6607142857142857,0.8017857142857143,12.122769
20260624T163054Z,2026-06-24T16:34:40.020132+00:00,fold_4,cv,bm25_chunk_line_8_4_top2,P0,Alternative line-window chunks with top-2 mean aggregation.,"{'config': {'k1': 1.5, 'b': 0.75}, 'chunk': {'unit': 'line', 'size': 8, 'overlap': 4}, 'aggregation': 'top2_mean', 'rank_depth': 120}",holdout,140,ok,0.4142857142857143,0.5214285714285715,0.6428571428571429,0.7714285714285715,12.126672
20260624T163054Z,2026-06-24T16:34:52.147036+00:00,fold_4,cv,rrf_bm25_doc_chunk,P0,RRF fusion of document BM25 and chunk BM25.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max'], 'rrf_k': 60, 'rank_depth': 100}",train,560,ok,0.42857142857142855,0.5517857142857143,0.6892857142857143,0.8285714285714286,0.156346
20260624T163054Z,2026-06-24T16:34:52.147036+00:00,fold_4,cv,rrf_bm25_doc_chunk,P0,RRF fusion of document BM25 and chunk BM25.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max'], 'rrf_k': 60, 'rank_depth': 100}",holdout,140,ok,0.4142857142857143,0.55,0.6857142857142857,0.8285714285714286,0.160194
20260624T163054Z,2026-06-24T16:34:52.307464+00:00,fold_4,cv,rrf_sparse_doc_chunk_char,P1,Sparse fusion: BM25 full-doc + BM25 chunks + char TF-IDF.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max', 'tfidf_char_doc_3_5'], 'rrf_k': 60, 'rank_depth': 100}",train,560,ok,0.44642857142857145,0.5910714285714286,0.7089285714285715,0.8446428571428571,0.212446
20260624T163054Z,2026-06-24T16:34:52.307464+00:00,fold_4,cv,rrf_sparse_doc_chunk_char,P1,Sparse fusion: BM25 full-doc + BM25 chunks + char TF-IDF.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max', 'tfidf_char_doc_3_5'], 'rrf_k': 60, 'rank_depth': 100}",holdout,140,ok,0.4142857142857143,0.5785714285714286,0.7357142857142858,0.8357142857142857,0.216778
20260624T163054Z,2026-06-24T16:34:52.524508+00:00,fold_4,cv,rrf_sparse_doc_chunk_char_field,P1,Sparse fusion with an additional field-aware BM25 branch.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max', 'tfidf_char_doc_3_5', 'bm25_field_aware_doc'], 'rrf_k': 60, 'rank_depth': 100}",train,560,ok,0.44642857142857145,0.5964285714285714,0.7017857142857142,0.8339285714285715,0.218858
20260624T163054Z,2026-06-24T16:34:52.524508+00:00,fold_4,cv,rrf_sparse_doc_chunk_char_field,P1,Sparse fusion with an additional field-aware BM25 branch.,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max', 'tfidf_char_doc_3_5', 'bm25_field_aware_doc'], 'rrf_k': 60, 'rank_depth': 100}",holdout,140,ok,0.42857142857142855,0.5857142857142857,0.7285714285714285,0.8428571428571429,0.223045
